CustomerID,OrderID,OrderDate,Returned,ShipDate,SalesPersonID,ShipModeID,RegionID
DW-13585,CA-2017-123134,2017-02-05,Not,2017-07-05,3,1,217
MK-18160,CA-2017-163209,2017-03-05,Not,2017-07-05,2,1,68
KH-16360,CA-2017-131156,2017-03-04,Not,2017-07-04,3,1,93
JF-15190,US-2017-123281,2017-02-04,Not,2017-07-04,2,1,31
JC-15775,CA-2017-118360,2017-01-04,Not,2017-07-04,3,1,160
HG-14965,US-2017-160143,2017-03-31,Not,2017-07-04,2,1,102
RE-19450,CA-2017-127621,2017-03-03,Not,2017-07-03,1,1,18
JL-15835,CA-2017-161333,2017-02-02,Not,2017-07-02,2,1,74
RD-19810,CA-2017-127474,2017-03-02,Not,2017-07-02,1,2,137
BO-11350,CA-2017-128076,2017-02-02,Not,2017-07-02,2,1,188
TS-21085,US-2017-168690,2017-07-01,Not,2017-07-01,4,1,371
CM-12385,CA-2017-111738,2017-03-01,Not,2017-07-01,2,1,9
VP-21730,CA-2017-102946,2017-06-30,Not,2017-06-30,2,1,372
SG-20470,US-2017-102890,2017-06-30,Not,2017-06-30,3,4,160
RA-19285,CA-2017-131695,2017-06-30,Not,2017-06-30,3,1,3
NP-18700,CA-2017-138310,2017-06-26,Not,2017-06-30,2,1,164
MC-17635,US-2017-151316,2017-06-24,Not,2017-06-30,1,1,373
WB-21850,CA-2017-138149,2017-06-29,Not,2017-06-30,2,3,10
SC-20725,CA-2017-163531,2017-06-26,Not,2017-06-30,3,1,3
GH-14410,CA-2017-163006,2017-06-30,Not,2017-06-30,1,2,76
DV-13045,CA-2017-125745,2017-06-30,Not,2017-06-30,4,1,181
DO-13435,CA-2017-100636,2017-06-26,Not,2017-06-30,3,1,22
SC-20260,CA-2017-107132,2017-06-26,Not,2017-06-30,3,1,5
JC-15775,CA-2017-109393,2017-06-30,Not,2017-06-30,2,2,122
TT-21220,US-2017-113201,2017-06-30,Not,2017-06-30,2,1,74
ND-18460,CA-2017-164112,2017-06-30,Not,2017-06-30,3,1,288
ME-17725,CA-2017-137449,2017-06-29,Not,2017-06-30,1,3,48
MB-17305,CA-2017-105074,2017-06-24,Not,2017-06-29,3,1,254
DK-13225,CA-2017-100650,2017-06-29,Not,2017-06-29,2,2,2
AA-10315,CA-2017-147039,2017-06-29,Not,2017-06-29,1,1,209
CT-11995,CA-2017-137085,2017-06-29,Yes,2017-06-29,2,1,102
FC-14335,US-2017-126081,2017-06-29,Not,2017-06-29,1,1,374
AM-10705,US-2017-124821,2017-06-25,Not,2017-06-29,2,2,77
DR-12880,CA-2017-143574,2017-06-29,Not,2017-06-29,3,3,375
JK-15730,CA-2017-155936,2017-06-22,Not,2017-06-29,1,1,76
PW-19030,CA-2017-116988,2017-06-27,Not,2017-06-29,2,2,21
CJ-12010,CA-2017-122105,2017-06-24,Not,2017-06-28,2,1,357
PL-18925,CA-2017-165757,2017-06-22,Not,2017-06-28,3,1,95
SC-20575,CA-2017-132955,2017-06-24,Not,2017-06-28,3,1,227
TR-21325,CA-2017-101434,2017-06-20,Not,2017-06-27,3,1,228
TH-21550,CA-2017-133256,2017-06-26,Not,2017-06-27,1,3,56
ST-20530,CA-2017-106852,2017-06-20,Not,2017-06-27,3,1,376
MA-17995,CA-2017-123638,2017-06-27,Not,2017-06-27,3,1,205
GT-14710,CA-2017-151190,2017-06-27,Not,2017-06-27,1,1,270
SB-20185,CA-2017-116127,2017-06-25,Not,2017-06-27,3,2,3
PG-18895,US-2017-135986,2017-06-20,Not,2017-06-27,4,1,219
OT-18730,CA-2017-115364,2017-06-26,Not,2017-06-26,2,1,188
JE-15475,CA-2017-132934,2017-06-20,Not,2017-06-26,3,1,377
DB-13405,CA-2017-157091,2017-06-26,Not,2017-06-26,1,1,378
GA-14515,CA-2017-136350,2017-06-24,Not,2017-06-26,3,2,160
KT-16480,CA-2017-159107,2017-06-24,Not,2017-06-26,2,2,9
CC-12220,CA-2017-161410,2017-06-26,Not,2017-06-26,3,1,93
DR-12880,CA-2017-148810,2017-06-26,Not,2017-06-26,4,1,157
RB-19465,CA-2017-105823,2017-06-22,Not,2017-06-26,1,1,56
DB-13270,CA-2017-154011,2017-06-19,Not,2017-06-26,1,1,18
JS-15685,CA-2017-169999,2017-06-19,Not,2017-06-26,3,1,22
AS-10240,CA-2017-101049,2017-06-21,Not,2017-06-25,3,2,176
ML-17755,CA-2017-133648,2017-06-25,Not,2017-06-25,2,1,257
FO-14305,CA-2017-141992,2017-06-19,Not,2017-06-25,1,1,48
FM-14380,CA-2017-134796,2017-06-25,Not,2017-06-25,1,1,379
EH-14125,CA-2017-124744,2017-06-21,Not,2017-06-25,3,1,127
NH-18610,CA-2017-100384,2017-06-24,Not,2017-06-24,2,1,380
AR-10405,CA-2017-140844,2017-06-19,Not,2017-06-23,3,1,22
DC-12850,US-2017-133781,2017-06-22,Not,2017-06-23,4,3,301
ZC-21910,US-2017-102288,2017-06-19,Not,2017-06-23,1,1,52
CC-12670,CA-2017-112753,2017-06-18,Yes,2017-06-23,2,1,122
PJ-19015,CA-2017-151218,2017-06-20,Not,2017-06-23,4,3,157
GA-14515,CA-2017-138870,2017-06-19,Not,2017-06-23,2,1,64
TD-20995,CA-2017-111178,2017-06-15,Not,2017-06-22,1,1,330
JE-15745,CA-2017-129462,2017-06-16,Not,2017-06-21,4,2,314
PF-19165,CA-2017-118437,2017-06-17,Not,2017-06-21,2,2,381
AB-10255,CA-2017-155873,2017-06-16,Not,2017-06-21,2,1,49
MK-17905,US-2017-132206,2017-06-16,Not,2017-06-21,1,1,76
KH-16330,CA-2017-128944,2017-06-19,Not,2017-06-21,3,2,43
SR-20740,CA-2017-165323,2017-06-17,Not,2017-06-21,3,1,3
KD-16345,CA-2017-157833,2017-06-17,Not,2017-06-20,2,3,68
CB-12535,CA-2017-136826,2017-06-16,Not,2017-06-20,4,1,382
LS-17200,CA-2017-131618,2017-06-17,Yes,2017-06-20,1,3,99
SC-20800,CA-2017-135167,2017-06-15,Not,2017-06-20,2,1,72
NK-18490,CA-2017-162712,2017-06-18,Not,2017-06-20,1,2,383
RA-19945,CA-2017-146346,2017-06-17,Not,2017-06-20,2,3,384
TS-21205,CA-2017-119284,2017-06-15,Yes,2017-06-20,4,1,7
CC-12550,CA-2017-169901,2017-06-15,Not,2017-06-19,2,1,68
TS-21610,CA-2017-105214,2017-06-16,Not,2017-06-19,2,3,68
KH-16690,CA-2017-118864,2017-06-15,Not,2017-06-19,2,2,122
TW-21025,CA-2017-104850,2017-06-13,Not,2017-06-19,2,1,11
JE-15715,CA-2017-126914,2017-06-15,Not,2017-06-19,4,1,124
Dp-13240,CA-2017-169691,2017-06-15,Not,2017-06-18,1,3,356
CS-12355,CA-2017-111269,2017-06-16,Not,2017-06-18,3,2,318
PG-18895,CA-2017-122056,2017-06-13,Not,2017-06-17,4,1,189
SD-20485,CA-2017-102337,2017-06-13,Not,2017-06-16,1,3,76
DB-12910,CA-2017-155089,2017-02-12,Not,2017-06-12,4,1,149
AD-10180,CA-2017-143245,2017-01-12,Not,2017-06-12,3,1,266
JK-16090,CA-2017-160885,2017-02-12,Not,2017-06-12,1,1,270
BB-11545,CA-2017-102379,2017-02-12,Not,2017-06-12,2,1,55
BS-11380,US-2017-112347,2017-02-12,Not,2017-06-12,2,1,164
CC-12550,CA-2017-123071,2017-03-12,Not,2017-06-12,1,3,82
LC-16870,CA-2017-118017,2017-03-12,Not,2017-06-12,2,2,385
CS-12250,CA-2017-153227,2017-04-12,Not,2017-06-12,2,3,122
SH-19975,CA-2017-101805,2017-01-12,Yes,2017-06-12,2,1,21
PB-18805,CA-2017-156958,2017-05-12,Yes,2017-06-12,2,3,77
RA-19885,US-2017-111745,2017-05-11,Not,2017-06-11,2,3,276
KH-16630,CA-2017-164049,2017-02-11,Not,2017-06-11,2,1,21
KM-16225,CA-2017-116358,2017-02-11,Not,2017-06-11,1,1,363
TH-21115,CA-2017-127782,2017-02-11,Not,2017-06-11,3,1,95
FM-14290,US-2017-153948,2017-06-11,Not,2017-06-11,2,4,68
AR-10825,CA-2017-141425,2017-02-11,Not,2017-06-11,3,2,26
JM-16195,CA-2017-130834,2017-03-11,Not,2017-06-11,4,2,273
BG-11035,CA-2017-169005,2017-02-11,Not,2017-06-11,4,1,189
RF-19735,CA-2017-126074,2017-02-10,Not,2017-06-10,1,1,386
AC-10450,CA-2017-141789,2017-03-10,Not,2017-06-10,1,3,209
BP-11155,CA-2017-147564,2017-02-10,Not,2017-06-10,3,1,160
JW-15220,CA-2017-116113,2017-02-10,Not,2017-06-10,4,2,387
CM-12115,CA-2017-137414,2017-02-10,Yes,2017-06-10,2,1,64
TN-21040,US-2017-139577,2017-01-10,Not,2017-06-10,2,1,9
MH-17455,CA-2017-146269,2017-06-10,Not,2017-06-10,1,4,98
RK-19300,CA-2017-114216,2017-02-09,Not,2017-06-09,3,1,95
CS-12400,CA-2017-107293,2017-05-09,Not,2017-06-09,2,3,77
AC-10615,CA-2017-157987,2017-02-09,Not,2017-06-09,3,1,5
HW-14935,CA-2017-140326,2017-04-09,Not,2017-06-09,1,3,76
SS-20875,CA-2017-107909,2017-01-09,Not,2017-06-09,2,1,388
PK-19075,CA-2017-116680,2017-04-09,Not,2017-06-09,2,2,68
KB-16405,CA-2017-161067,2017-03-09,Not,2017-06-09,3,2,22
VM-21835,US-2017-166394,2017-04-09,Not,2017-06-09,3,2,389
MC-18100,CA-2017-113075,2017-02-09,Not,2017-06-09,1,1,98
JL-15235,US-2017-163657,2017-02-09,Not,2017-06-09,2,1,10
AH-10210,CA-2017-146983,2017-02-09,Not,2017-06-09,4,1,175
GA-14515,US-2017-143175,2017-03-08,Not,2017-06-08,2,2,102
TB-21055,CA-2017-163566,2017-03-08,Not,2017-06-08,3,3,25
FH-14275,CA-2017-121503,2017-03-07,Not,2017-06-07,1,2,145
SZ-20035,US-2017-111024,2017-03-07,Not,2017-06-07,3,2,244
AH-10585,US-2017-152492,2017-06-07,Not,2017-06-07,4,4,299
AB-10255,CA-2017-127705,2017-02-06,Not,2017-06-06,3,1,390
AB-10105,CA-2017-126788,2017-05-06,Not,2017-06-06,1,3,298
BW-11065,CA-2017-157413,2017-01-06,Not,2017-06-06,3,1,87
QJ-19255,CA-2017-144526,2017-04-30,Not,2017-06-05,3,1,93
JF-15490,US-2017-150847,2017-04-30,Not,2017-06-05,3,1,26
LH-17020,CA-2017-105991,2017-05-05,Not,2017-06-05,2,3,297
MB-18085,CA-2017-144498,2017-06-05,Not,2017-06-05,4,4,79
DD-13570,CA-2017-147844,2017-02-05,Not,2017-06-05,2,1,10
CJ-12010,CA-2017-102204,2017-01-05,Not,2017-06-05,4,1,88
AH-10465,CA-2017-145275,2017-02-04,Not,2017-06-04,4,1,201
TT-21460,US-2017-119816,2017-04-03,Not,2017-06-03,1,2,52
JA-15970,CA-2017-152261,2017-02-03,Not,2017-06-03,3,1,391
DB-13660,CA-2017-101959,2017-02-28,Not,2017-06-03,3,1,42
EH-14125,CA-2017-112725,2017-01-30,Yes,2017-06-02,2,1,9
SN-20560,CA-2017-154102,2017-06-02,Not,2017-06-02,2,1,64
LP-17095,CA-2017-121790,2017-01-30,Not,2017-06-02,1,1,220
GA-14725,CA-2017-107503,2017-01-01,Not,2017-06-01,3,1,390
KL-16555,CA-2017-160395,2016-12-31,Not,2017-06-01,2,1,392
EP-13915,US-2017-165953,2016-12-31,Not,2017-06-01,4,1,88
DP-13390,CA-2017-150931,2017-06-01,Not,2017-06-01,4,1,53
BP-11155,CA-2017-156139,2016-12-31,Not,2017-06-01,2,1,64
RP-19855,CA-2017-134152,2017-05-27,Not,2017-05-31,2,1,11
LO-17170,CA-2017-141572,2017-05-28,Not,2017-05-31,3,2,135
BD-11725,CA-2017-125472,2017-05-30,Not,2017-05-31,4,3,36
CD-11920,CA-2017-107853,2017-05-26,Not,2017-05-31,2,1,69
PO-18865,CA-2017-140088,2017-05-28,Not,2017-05-30,4,2,50
MG-17890,CA-2017-121125,2017-05-30,Not,2017-05-30,2,1,393
SM-20950,CA-2017-120614,2017-05-30,Not,2017-05-30,2,1,102
BM-11785,CA-2017-152968,2017-05-26,Not,2017-05-30,4,1,394
KT-16480,CA-2017-142461,2017-05-30,Not,2017-05-30,1,2,125
KA-16525,CA-2017-116498,2017-05-30,Not,2017-05-30,2,1,86
GT-14755,CA-2017-104745,2017-05-29,Not,2017-05-29,1,1,395
HZ-14950,CA-2017-168739,2017-05-29,Not,2017-05-29,1,1,52
JO-15550,CA-2017-144568,2017-05-29,Not,2017-05-29,1,1,270
EH-13945,CA-2017-160458,2017-05-27,Not,2017-05-29,4,2,181
VS-21820,CA-2017-167003,2017-05-23,Yes,2017-05-29,2,1,72
ML-17410,CA-2017-121580,2017-05-29,Not,2017-05-29,1,1,1
JG-15160,US-2017-116897,2017-05-27,Not,2017-05-29,2,3,396
MH-18115,CA-2017-161088,2017-05-25,Not,2017-05-29,4,1,140
KC-16675,CA-2017-123687,2017-05-26,Not,2017-05-29,4,3,17
JH-15910,US-2017-112613,2017-05-28,Not,2017-05-28,1,1,121
TH-21235,US-2017-118556,2017-05-28,Not,2017-05-28,1,2,76
CM-11815,CA-2017-145765,2017-05-28,Not,2017-05-28,2,1,104
MD-17860,CA-2017-100055,2017-05-28,Not,2017-05-28,3,1,397
AM-10360,CA-2017-161340,2017-05-28,Not,2017-05-28,3,1,176
DW-13480,US-2017-132297,2017-05-27,Not,2017-05-27,4,1,17
KL-16645,CA-2017-164042,2017-05-23,Not,2017-05-27,1,1,52
DN-13690,CA-2017-136882,2017-05-27,Not,2017-05-27,1,1,75
BW-11110,CA-2017-151855,2017-05-27,Not,2017-05-27,4,1,334
JG-15805,CA-2017-167899,2017-05-21,Not,2017-05-26,3,1,246
LE-16810,US-2017-150595,2017-05-22,Not,2017-05-26,1,1,76
RD-19480,US-2017-166688,2017-05-20,Not,2017-05-26,2,1,372
VF-21715,CA-2017-130106,2017-05-22,Not,2017-05-26,2,1,64
JF-15295,CA-2017-122077,2017-05-19,Not,2017-05-25,1,1,82
EH-13945,CA-2017-153080,2017-05-22,Not,2017-05-25,2,2,31
RL-19615,US-2017-151127,2017-05-22,Yes,2017-05-25,2,3,10
TB-21625,CA-2017-120168,2017-05-25,Not,2017-05-25,3,4,5
JL-15505,CA-2017-112473,2017-05-25,Not,2017-05-25,1,1,121
RS-19765,US-2017-100048,2017-05-19,Not,2017-05-24,3,1,288
AH-10075,CA-2017-145702,2017-05-19,Not,2017-05-24,4,2,215
CC-12430,CA-2017-166695,2017-05-20,Not,2017-05-24,2,1,398
SA-20830,US-2017-147998,2017-05-19,Yes,2017-05-24,2,1,133
AT-10735,CA-2017-153787,2017-05-19,Not,2017-05-23,2,1,77
SC-20380,CA-2017-138975,2017-05-19,Not,2017-05-23,4,1,156
TS-21340,CA-2017-117863,2017-05-18,Not,2017-05-23,3,1,3
SG-20890,CA-2017-112536,2017-05-18,Not,2017-05-23,1,1,399
PJ-18835,US-2017-108700,2017-05-19,Not,2017-05-23,1,1,58
ND-18460,CA-2017-127803,2017-05-19,Not,2017-05-23,4,1,30
BH-11710,CA-2017-112865,2017-05-18,Yes,2017-05-22,3,1,95
NC-18340,CA-2017-111332,2017-05-20,Not,2017-05-22,1,2,13
PP-18955,CA-2017-117401,2017-05-18,Not,2017-05-22,1,2,275
BM-11575,CA-2017-155642,2017-05-18,Not,2017-05-22,1,1,76
EJ-14155,CA-2017-133641,2017-05-14,Not,2017-05-21,4,1,400
BC-11125,CA-2017-113530,2017-05-19,Not,2017-05-21,2,2,64
RB-19795,CA-2017-100748,2017-05-13,Not,2017-05-20,2,1,9
JF-15295,US-2017-110604,2017-05-15,Not,2017-05-20,2,1,11
AB-10105,CA-2017-121643,2017-05-18,Not,2017-05-20,2,3,112
JD-16015,US-2017-152569,2017-05-15,Not,2017-05-20,1,1,76
AR-10405,CA-2017-149468,2017-05-20,Not,2017-05-20,1,4,386
TB-21355,CA-2017-159464,2017-05-18,Not,2017-05-19,4,3,296
KB-16585,CA-2017-129357,2017-05-14,Not,2017-05-19,2,1,11
JC-15775,US-2017-120607,2017-05-19,Not,2017-05-19,4,4,156
JA-15970,CA-2017-102414,2017-05-15,Not,2017-05-18,2,2,104
JM-15865,CA-2017-166576,2017-05-16,Not,2017-05-18,3,3,254
AH-10465,CA-2017-115546,2017-05-14,Not,2017-05-18,3,1,22
DP-13000,US-2017-154872,2017-05-14,Not,2017-05-18,3,1,176
CW-11905,CA-2017-161655,2017-05-13,Not,2017-05-18,3,2,138
FH-14275,CA-2017-104318,2017-05-13,Not,2017-05-18,4,1,332
BM-11650,CA-2017-149048,2017-05-13,Not,2017-05-17,1,1,1
AJ-10780,US-2017-133361,2017-05-14,Not,2017-05-17,3,3,128
MH-18115,CA-2017-137785,2017-05-13,Not,2017-05-17,3,1,95
GT-14710,CA-2017-161774,2017-05-14,Not,2017-05-15,1,3,145
PJ-19015,CA-2017-143686,2017-05-14,Not,2017-05-14,2,4,230
DV-13465,CA-2017-145233,2017-01-12,Not,2017-05-12,2,1,164
VW-21775,CA-2017-116715,2017-02-12,Not,2017-05-12,2,3,68
AS-10090,US-2017-108063,2017-02-12,Not,2017-05-12,4,3,401
EH-14005,CA-2017-144862,2017-01-12,Not,2017-05-12,3,1,93
SJ-20215,CA-2017-113355,2017-01-12,Not,2017-05-12,1,1,224
ND-18370,CA-2017-128699,2017-03-12,Not,2017-05-12,4,2,88
CC-12550,CA-2017-118542,2017-01-12,Yes,2017-05-12,2,1,31
ME-17725,CA-2017-143756,2017-02-12,Not,2017-05-12,4,3,183
KE-16420,CA-2017-147550,2017-04-12,Not,2017-05-12,3,3,67
SC-20305,CA-2017-122539,2017-01-12,Not,2017-05-12,3,1,95
DJ-13510,CA-2017-153339,2017-03-11,Not,2017-05-11,4,2,402
KL-16555,CA-2017-147760,2017-04-11,Not,2017-05-11,4,3,334
TB-21175,CA-2017-143567,2017-02-11,Not,2017-05-11,4,2,175
EJ-14155,US-2017-110989,2017-03-11,Not,2017-05-11,2,2,21
PJ-18835,CA-2017-103009,2017-03-11,Not,2017-05-11,4,2,110
GG-14650,US-2017-145597,2017-02-11,Not,2017-05-11,1,3,369
CR-12580,US-2017-105998,2017-03-11,Not,2017-05-11,2,3,86
NP-18670,CA-2017-167227,2017-02-11,Not,2017-05-11,1,3,403
Dp-13240,US-2017-162558,2017-02-10,Not,2017-05-10,4,3,215
CC-12430,CA-2017-143035,2017-03-10,Not,2017-05-10,3,2,5
KB-16405,CA-2017-101182,2017-04-09,Not,2017-05-09,2,3,362
BN-11515,CA-2017-131625,2017-01-09,Not,2017-05-09,3,2,5
AS-10045,US-2017-147655,2017-04-09,Not,2017-05-09,2,3,249
EM-13960,CA-2017-168942,2017-01-08,Not,2017-05-08,2,2,64
AH-10120,CA-2017-107958,2017-02-07,Not,2017-05-07,1,3,225
BB-10990,US-2017-112928,2017-01-06,Not,2017-05-06,3,2,62
DO-13435,CA-2017-140760,2017-02-06,Not,2017-05-06,2,2,59
CV-12805,CA-2017-146493,2017-01-06,Not,2017-05-06,1,1,51
DL-13495,CA-2017-151911,2017-04-30,Not,2017-05-05,3,2,3
AS-10630,CA-2017-124597,2017-04-30,Not,2017-05-05,4,1,340
SS-20140,CA-2017-108322,2017-04-30,Not,2017-05-05,4,1,404
SJ-20125,CA-2017-110212,2017-01-05,Not,2017-05-05,4,1,405
TC-21475,US-2017-144582,2017-04-30,Not,2017-05-05,1,1,406
AD-10180,US-2017-136784,2017-04-30,Not,2017-05-05,2,1,68
DJ-13510,CA-2017-137876,2017-04-30,Not,2017-05-05,2,1,9
EA-14035,CA-2017-154501,2017-04-30,Not,2017-05-05,2,1,31
AI-10855,CA-2017-107552,2017-05-05,Not,2017-05-05,3,4,22
EM-13825,US-2017-128398,2017-02-05,Not,2017-05-05,2,2,10
DO-13435,CA-2017-102771,2017-03-31,Not,2017-05-04,3,1,22
MS-17365,CA-2017-147942,2017-01-04,Not,2017-05-04,2,1,9
EG-13900,CA-2017-114524,2017-03-31,Not,2017-05-04,1,2,98
SA-20830,CA-2017-127264,2017-03-04,Not,2017-05-04,1,3,76
AT-10435,CA-2017-106355,2017-02-04,Not,2017-05-04,3,3,367
DS-13030,CA-2017-144848,2017-04-04,Not,2017-05-04,3,3,5
TA-21385,CA-2017-140536,2017-04-04,Not,2017-05-04,3,3,22
PK-19075,CA-2017-147753,2017-05-03,Not,2017-05-03,1,4,63
JD-16060,CA-2017-168123,2017-05-03,Not,2017-05-03,1,4,54
CB-12535,CA-2017-161046,2017-05-03,Not,2017-05-03,4,4,407
DW-13585,US-2017-164147,2017-02-02,Not,2017-05-02,3,3,26
BV-11245,CA-2017-104220,2017-01-30,Not,2017-05-02,1,1,408
RD-19585,CA-2017-131653,2017-01-29,Not,2017-05-02,3,1,160
BD-11620,CA-2017-100202,2016-12-31,Not,2017-05-01,2,1,2
SC-20725,CA-2017-144463,2017-01-01,Not,2017-05-01,2,1,72
JM-15250,CA-2017-151750,2017-01-01,Not,2017-05-01,1,1,409
CP-12340,CA-2017-168102,2017-04-24,Not,2017-04-30,4,1,88
NM-18520,US-2017-107636,2017-04-30,Not,2017-04-30,3,3,323
NZ-18565,CA-2017-150609,2017-04-30,Yes,2017-04-30,2,1,122
AF-10870,CA-2017-125269,2017-04-24,Not,2017-04-30,1,1,137
MH-18115,US-2017-108315,2017-04-30,Not,2017-04-30,4,1,410
FM-14215,US-2017-164056,2017-04-29,Not,2017-04-29,3,2,318
SK-19990,CA-2017-108553,2017-04-23,Not,2017-04-29,3,1,3
AP-10915,CA-2017-168228,2017-04-27,Not,2017-04-29,2,3,74
MB-18085,CA-2017-151071,2017-04-25,Not,2017-04-29,2,2,10
LH-16750,CA-2017-129707,2017-04-25,Yes,2017-04-29,2,1,23
KT-16480,CA-2017-126718,2017-04-29,Not,2017-04-29,3,1,319
MC-17605,CA-2017-160962,2017-04-28,Not,2017-04-28,3,1,93
MG-17890,CA-2017-166933,2017-04-24,Not,2017-04-28,2,1,411
JL-15130,CA-2017-120894,2017-04-28,Not,2017-04-28,4,1,273
JL-15235,CA-2017-137631,2017-04-28,Not,2017-04-28,4,1,412
RP-19390,US-2017-145863,2017-04-21,Not,2017-04-27,1,1,145
LB-16735,CA-2017-160045,2017-04-26,Not,2017-04-27,1,3,241
DK-12835,CA-2017-149489,2017-04-24,Not,2017-04-27,3,3,93
CV-12805,CA-2017-135692,2017-04-27,Yes,2017-04-27,1,1,241
LS-16945,US-2017-128832,2017-04-24,Not,2017-04-27,3,3,45
SG-20605,CA-2017-125381,2017-04-25,Not,2017-04-27,2,2,64
PN-18775,US-2017-132031,2017-04-23,Not,2017-04-27,4,1,413
HM-14980,CA-2017-151281,2017-04-27,Not,2017-04-27,2,1,21
RL-19615,CA-2017-159226,2017-04-25,Not,2017-04-27,2,2,31
SJ-20125,CA-2017-166849,2017-04-20,Not,2017-04-26,1,1,137
PO-19180,CA-2017-143665,2017-04-26,Not,2017-04-26,2,1,77
MO-17800,CA-2017-169054,2017-04-22,Not,2017-04-26,3,1,95
PN-18775,CA-2017-132213,2017-04-25,Not,2017-04-26,4,3,7
GG-14650,CA-2017-157112,2017-04-23,Not,2017-04-26,3,3,26
BD-11725,CA-2017-146192,2017-04-22,Not,2017-04-26,4,1,140
SO-20335,CA-2017-101700,2017-04-23,Yes,2017-04-26,2,3,414
SJ-20500,US-2017-152366,2017-04-21,Not,2017-04-25,1,2,225
SC-20305,CA-2017-146360,2017-04-23,Not,2017-04-25,1,2,327
SV-20935,CA-2017-116953,2017-04-24,Not,2017-04-25,2,3,59
TD-20995,CA-2017-104010,2017-04-23,Not,2017-04-25,3,3,160
LL-16840,CA-2017-120222,2017-04-25,Not,2017-04-25,2,1,122
JF-15355,CA-2017-136651,2017-04-23,Yes,2017-04-25,2,2,174
GM-14440,CA-2017-135783,2017-04-22,Not,2017-04-24,2,3,68
JW-15955,CA-2017-166198,2017-04-21,Not,2017-04-24,2,3,11
SJ-20215,CA-2017-100615,2017-04-20,Not,2017-04-24,1,1,76
CV-12295,CA-2017-119655,2017-04-20,Not,2017-04-24,1,1,101
SR-20425,CA-2017-134845,2017-04-17,Not,2017-04-23,2,1,297
CV-12805,CA-2017-151484,2017-04-20,Not,2017-04-23,3,3,87
JM-15250,CA-2017-128853,2017-04-21,Not,2017-04-23,3,3,128
KN-16390,CA-2017-140802,2017-04-21,Not,2017-04-23,1,3,121
ND-18370,US-2017-156356,2017-04-16,Not,2017-04-22,1,1,52
PS-18760,CA-2017-128965,2017-04-17,Yes,2017-04-22,2,1,31
BM-11575,US-2017-129203,2017-04-17,Not,2017-04-22,1,1,76
PL-18925,CA-2017-109946,2017-04-16,Not,2017-04-21,1,1,137
SD-20485,US-2017-141698,2017-04-15,Not,2017-04-21,1,1,145
BE-11455,US-2017-166324,2017-04-20,Not,2017-04-21,3,3,176
AA-10480,CA-2017-114412,2017-04-15,Not,2017-04-20,4,1,415
RF-19840,CA-2017-136497,2017-04-16,Not,2017-04-20,3,1,26
JE-15745,CA-2017-108070,2017-04-16,Not,2017-04-20,2,1,133
JO-15550,US-2017-138086,2017-04-16,Not,2017-04-20,2,1,64
CS-12355,CA-2017-131233,2017-04-14,Not,2017-04-19,3,1,3
BG-11740,CA-2017-119389,2017-04-17,Not,2017-04-19,3,3,87
HM-14860,CA-2017-127117,2017-04-14,Not,2017-04-19,3,1,307
AH-10075,CA-2017-118857,2017-04-15,Not,2017-04-18,2,3,416
EB-13750,CA-2017-122707,2017-04-16,Not,2017-04-18,4,3,417
DW-13585,US-2017-126060,2017-04-14,Not,2017-04-18,4,1,248
SH-20395,CA-2017-126774,2017-04-15,Not,2017-04-17,4,3,71
AB-10165,CA-2017-144932,2017-04-14,Not,2017-04-17,3,3,62
NS-18640,CA-2017-134635,2017-04-15,Not,2017-04-17,2,2,10
BP-11095,CA-2017-161851,2017-04-15,Not,2017-04-17,4,3,157
YS-21880,CA-2017-135076,2017-04-13,Not,2017-04-17,2,1,418
DP-13105,CA-2017-141663,2017-04-13,Not,2017-04-17,3,1,67
RW-19630,CA-2017-155460,2017-04-13,Not,2017-04-15,2,3,21
CL-12700,CA-2017-159604,2017-04-14,Not,2017-04-15,1,3,275
JS-16030,US-2017-147221,2017-02-12,Not,2017-04-12,1,2,225
DV-13045,CA-2017-139773,2017-04-12,Not,2017-04-12,3,4,93
RA-19285,CA-2017-127313,2017-01-12,Not,2017-04-12,3,3,87
KM-16720,CA-2017-167395,2017-02-12,Yes,2017-04-12,3,3,136
GT-14635,US-2017-168116,2017-04-11,Not,2017-04-11,4,4,159
NL-18310,US-2017-163790,2017-02-11,Not,2017-04-11,2,2,419
SF-20065,CA-2017-104136,2017-01-11,Not,2017-04-11,3,2,146
FM-14290,CA-2017-121160,2017-04-11,Not,2017-04-11,1,4,420
SC-20695,CA-2017-152926,2017-02-10,Not,2017-04-10,1,2,145
LW-17215,CA-2017-102218,2017-02-09,Not,2017-04-09,2,2,255
MH-17290,CA-2017-169327,2017-02-09,Yes,2017-04-09,2,2,31
LH-16750,CA-2017-133235,2017-01-08,Not,2017-04-08,4,3,79
CM-12190,CA-2017-165386,2017-03-08,Not,2017-04-08,1,3,98
HK-14890,CA-2017-124576,2017-01-08,Not,2017-04-08,2,2,221
YS-21880,CA-2017-124828,2017-03-07,Not,2017-04-07,4,3,159
TS-21505,CA-2017-106747,2017-03-07,Not,2017-04-07,3,3,135
EH-14005,CA-2017-133095,2017-04-06,Not,2017-04-06,4,4,421
DS-13180,CA-2017-154907,2017-03-31,Not,2017-04-04,1,1,422
AS-10090,CA-2017-145877,2017-01-04,Not,2017-04-04,1,2,275
